Symbol;Date;Open;High;Low;Close
BDIY:IND;05/02/2016;297;297;297;297
BDIY:IND;04/02/2016;298;298;298;298
BDIY:IND;03/02/2016;303;303;303;303
BDIY:IND;02/02/2016;310;310;310;310
BDIY:IND;01/02/2016;314;314;314;314
BDIY:IND;29/01/2016;317;317;317;317
BDIY:IND;28/01/2016;325;325;325;325
BDIY:IND;27/01/2016;337;337;337;337
BDIY:IND;26/01/2016;345;345;345;345
BDIY:IND;25/01/2016;354;354;354;354
BDIY:IND;22/01/2016;354;354;354;354
BDIY:IND;21/01/2016;355;355;355;355
BDIY:IND;20/01/2016;358;358;358;358
BDIY:IND;19/01/2016;363;363;363;363
BDIY:IND;18/01/2016;369;369;369;369
BDIY:IND;15/01/2016;373;373;373;373
BDIY:IND;14/01/2016;383;383;383;383
BDIY:IND;13/01/2016;394;394;394;394
BDIY:IND;12/01/2016;402;402;402;402
BDIY:IND;11/01/2016;415;415;415;415
BDIY:IND;08/01/2016;429;429;429;429
BDIY:IND;07/01/2016;445;445;445;445
BDIY:IND;06/01/2016;467;467;467;467
BDIY:IND;05/01/2016;468;468;468;468
BDIY:IND;04/01/2016;473;473;473;473
BDIY:IND;24/12/2015;478;478;478;478
BDIY:IND;23/12/2015;475;475;475;475
BDIY:IND;22/12/2015;474;474;474;474
BDIY:IND;21/12/2015;478;478;478;478
BDIY:IND;18/12/2015;477;477;477;477
